graph_id,label,feat
721,0,559.5;2.85;11.79;7.09;3.09;0.2;12.96;6.03;3.3
722,0,604.97;3;11.69;7.11;2.75;0.5;12.96;6.37;3.97
723,0,696.11;3;11.69;7.02;3.24;3.7;15.23;6.6;5.32
724,0,588.16;2.19;11.9;7.35;3.46;1.4;9.65;5.61;3.07
725,0,648.19;3;11.45;6.67;2.35;1;13.9;6.12;4.6
726,0,626.32;2.9;11.69;6.96;3.04;1.8;12.96;6.42;4.3
727,0,667.61;3;12;7.24;2.99;2.5;13.66;6.47;4.78
728,0,659.11;3;11.95;6.96;2.84;1.6;12.96;6.51;4.7
729,0,651.64;2.03;11.69;6.7;3.2;0.7;12.96;6.03;4.56
730,0,670.76;3;11.69;6.95;2.85;1.6;12.96;6.55;4.85
731,0,629.64;2.6;11.4;7.04;3.14;0.6;12.41;5.3;4.08
732,0,614.9;3;11.69;7.75;2.96;2.1;15.35;6.3;4.25
733,0,615.73;3;11.69;7.56;2.88;0.9;12.07;6.38;3.88
734,0,559.5;2.88;11.69;7.38;3.02;0.2;12.96;6.14;3.34
735,0,578.84;3;11.69;7.09;2.52;0.3;12.96;6.26;3.71
736,0,758.47;3.34;11.42;7.31;2.98;0.5;17.96;6.25;6.02
737,0,600.49;3;11.98;7.43;2.63;0.9;12.96;6.33;3.89
738,0,576.91;3;11.69;7.12;2.73;0.5;12.96;6.23;3.67
739,0,559.5;3;11.69;7.46;3.14;1.41;9.65;5.65;2.25
740,0,631.65;3;11.64;6.78;2.89;1.1;11.57;5.89;4.15
741,0,630.24;2.72;11.73;7.26;2.95;0.6;12.96;6.34;4.44
742,0,701.35;3;11.69;7.58;2.93;2.6;15.55;6.78;5.4
743,0,574.61;2.5;11.69;7.01;2.94;1.3;12.96;6.13;3.64
744,0,607.77;2.54;10.81;7.61;2.89;0.6;12.44;6.14;3.89
745,0,622.64;2.58;11.76;7.22;3.21;1;12.96;5.96;4.22
746,0,675.17;2.06;11.69;6.3;2.95;1.9;12.96;5.68;4.4
747,0,559.5;2.92;11.69;7.38;3.08;0.3;10.08;6.02;2.7
748,0,579.97;2.11;11.69;7.11;3.31;0.2;12.76;5.59;3.62
749,0,594.9;3;11.93;7.74;2.97;1.6;10.12;6.07;3.03
750,0,567.92;2.5;11.73;7.07;2.9;0.2;12.77;6.22;3.63
751,0,674.7;2.41;12;7.44;3.22;4;13.26;6.31;4.17
752,0,594.31;3;11.69;6.6;3;3;12.96;6.82;3.84
753,0,578.67;3;11.69;7.58;2.84;0.3;13.26;6.33;3.74
754,0,614.72;2.29;11.69;7.31;3.23;0.7;12.96;5.82;4.13
755,0,726.48;2.54;11.69;7.13;3.2;4.4;16.59;6.66;5.74
756,0,681.89;2.5;11.69;6.97;3.09;2.5;12.96;6.53;4.93
757,0,600.08;3;11.93;7.77;3.04;1.4;14.65;6.29;4
758,0,625.08;3;11.69;6.91;2.99;1.7;12.96;6.35;4.31
759,0,618.73;3;11.69;7.6;2.86;0.6;12.37;6.41;3.98
760,0,567.78;3;11.69;7.39;3.08;0.6;13.56;6.25;3.65
761,0,718.86;3;11.97;7.73;3.09;2.3;17.84;6.8;5.74
762,0,629.58;2.2;11.97;6.84;3.41;0.6;12.96;6.32;4.7
763,0,559.5;3;11.51;7.42;2.51;0.7;12.31;5.65;3.16
764,0,613.22;2.55;11.69;7.37;3.17;0.4;12.96;5.91;4.12
765,0,605.53;2.08;11.69;6.87;3.01;1.33;12.96;6.41;4.26
766,0,564.33;3;11.95;7.07;2.98;0.5;12.96;6.12;3.41
767,0,604.13;3;11.69;7.23;2.78;0.4;12.96;6.31;4.05
768,0,584.94;3;11.69;7.57;2.84;0.8;12.17;6.28;3.51
769,0,559.5;3;11.49;7.34;2.67;0.7;12.31;5.75;3.06
770,0,594.82;2.17;11.7;6.91;3.1;0.1;12.87;6.21;4.17
771,0,583.22;3;11.9;7.5;3.16;1.3;14.26;6.1;3.84
772,0,685.69;3;11.79;6.88;3.54;3.8;14.89;6.6;5.3
773,0,606.77;2.39;11.79;6.86;3.08;0.7;12.96;6.26;4.22
774,0,596.11;2.12;11.69;7.29;3.32;1.7;10.23;6.13;3.12
775,0,653.49;2.87;11.69;7.05;3.29;1.8;13.44;6.45;4.81
776,0,595.57;2.28;11.77;6.78;3.16;0.5;13.03;5.98;3.8
777,0,643.4;2.9;11.99;6.89;3.6;1.7;12.96;6.46;4.76
778,0,695.19;2.3;11.69;6.92;3.35;3.6;12.96;6.54;5.21
779,0,644.05;2.81;11.69;6.87;3.5;2.1;12.96;6.46;4.69
780,0,596.25;3;11.98;6.81;3.19;0.1;12.96;6.25;4.21
781,0,592.74;3;11.69;6.93;3.11;2.58;12.96;6.03;3.97
