graph_id,label,feat
360,0,713.73;2.72;11.87;7.45;3.11;0.1;13.06;5.04;5.56
361,0,599.09;2.18;11.69;6.85;3.18;1.2;12.96;6.17;4.3
362,0,608.85;2.45;11.69;6.67;3.23;0.6;12.96;5.48;4.05
363,0,580.63;2.69;11.87;7.38;3.18;0.5;12.96;6.36;3.7
364,0,567.69;3;11.69;7.12;2.84;0.1;12.96;6.24;3.62
365,0,559.5;3;11.69;7.5;2.8;1;9.89;5.95;2.55
366,0,601.45;3;11.41;7.3;2.79;2;10.4;5.83;3.3
367,0,628.84;2.05;11.78;7.55;3.04;0.5;12.96;6.25;4.2
368,0,698.26;2.4;11.69;6.91;3.26;3.6;12.96;6.57;5.22
369,0,609.89;2.43;11.8;7.08;3.56;0.7;16.24;5.87;4.58
370,0,594.57;3;11.69;6.87;3.03;0.4;12.96;6.26;4.08
371,0,769.25;2.69;11.63;6.49;2.95;0.2;15.16;5.89;5.54
372,0,605.8;3;11.9;7.1;2.9;0.4;12.96;6.39;4.01
373,0,640.34;2.73;10.95;6.76;2.67;0.3;13.96;6.13;4.52
374,0,559.5;3;11.69;7.37;2.91;1.1;12.96;6.7;3.01
375,0,630.09;3;11.9;7.73;2.79;0.2;16.06;6.5;4.72
376,0,673.55;2.43;11.73;7.79;3.28;1.5;13.24;6.51;4.62
377,0,582.02;2.88;11.51;6.92;3.01;0.1;12.87;6.2;3.89
378,0,684.2;3;11.69;7.17;2.83;2.3;14.54;6.59;5.06
379,0,628.75;3;11.69;6.94;3.32;1.3;12.96;6.4;4.5
380,0,695.71;2.45;11.73;6.97;3.34;2.5;14.42;6.61;5.16
381,0,775.16;2.44;11.33;6.42;3.06;1;15.68;5.91;5.63
382,0,612.63;3;11.81;7.75;3.08;0.4;12.57;6.41;3.98
383,0,710.15;3;11.69;7.13;3.05;3.5;15.76;6.63;5.46
384,0,600.81;2.36;11.69;7.24;3.12;0.2;12.96;6.38;3.91
385,0,576.69;3;11.8;6.92;2.97;1.9;12.96;6.02;3.71
386,0,564.93;3;11.92;7.09;2.67;0.1;12.87;6.23;3.6
387,0,641.44;2.72;11.78;7.06;3;1.5;12.96;6.46;4.39
388,0,570.97;3;11.83;7.53;2.78;0.6;12.96;6.08;3.37
389,0,620.61;2.84;11.7;7.54;2.71;0.7;12.3;6.22;4.21
390,0,583.68;3;11.69;6.61;2.86;2.47;10.5;5.87;3.59
391,0,592.21;3;11.69;7.41;2.71;0.3;12.96;6.35;3.83
392,0,602.64;2.09;11.83;7.06;3;1;12.96;6.35;3.95
393,0,666.07;3;11.69;6.59;2.61;1.8;16.13;6.25;5.05
394,0,586.49;2.77;11.69;6.79;3.18;2.12;12.96;6.02;3.99
395,0,670.39;3;11.8;7.51;3.07;0.2;13.17;6.62;4.75
396,0,589.66;3;11.69;7.01;2.75;0.9;12.96;6.29;3.84
397,0,566.48;3;11.92;7.17;2.73;0.1;12.87;6.22;3.59
398,0,646.31;2.16;11.69;7.23;3.04;0.6;13.12;6.36;4.73
399,0,694.33;3;11.82;6.93;3.38;3.9;15.32;6.62;5.39
400,0,663.83;2.2;11.64;7.03;2.92;1.1;12.65;5.82;4.16
401,0,685.18;3;11.69;7.07;3.07;2.6;14.32;6.58;5.03
402,0,669.97;2.72;11.69;7.27;2.88;3.1;13.49;6.25;4.55
403,0,638.7;2.21;11.69;6.98;2.97;1.5;12.96;5.62;4.16
404,0,629.83;3;11.92;7.38;2.98;0.1;12.96;6.47;4.21
405,0,559.5;3;11.89;7.41;2.87;2.3;9.65;5.8;2.28
406,0,580.34;2.28;11.64;7.23;3.15;0.9;9.65;5.18;2.68
407,0,625.57;3;11.69;7.38;2.94;0.1;10.58;4.66;3.98
408,0,681.73;3;11.69;7.75;2.92;1.6;16.94;6.68;5.27
409,0,666.79;3;11.84;7.49;2.7;1.3;13.16;6.52;4.63
410,0,652.66;3;11.69;6.85;3.23;2.4;12.96;6.43;4.74
411,0,583.76;3;11.69;7.49;2.84;1.4;14.36;6.18;3.85
412,0,641.24;3;11.81;7.66;2.84;0.5;16.65;6.58;4.99
413,0,568.41;3;11.94;7.43;3.34;0.6;13.56;6.04;3.58
414,0,653.24;2.53;11.69;7.1;3.21;0.7;12.96;6.76;4.72
415,0,592.84;2.36;11.77;6.87;3.21;0.6;12.96;6.31;3.97
416,0,584.66;2.28;11.69;7.35;3.27;1.1;10.57;6.16;3.12
417,0,680.47;3;11.97;7.6;2.94;2.4;16.85;6.73;5.38
418,0,588.38;3;11.95;6.89;3.15;0.2;12.77;6.22;4.04
419,0,572.51;2.9;11.98;6.91;3.06;1.2;12.96;6.07;3.45
420,0,607.54;3;11.69;7.22;2.81;0.5;12.96;6.37;3.97
421,0,655.89;2.27;11.5;6.83;2.86;0.7;14.75;6.23;4.74
422,0,619.11;2.27;11.72;7.41;3.16;1.98;12.96;6.06;3.78
423,0,559.5;3;11.69;7.38;2.94;1.5;11.47;5.98;2.83
424,0,565.24;3;11.81;7.12;2.83;0.5;12.96;6.19;3.48
425,0,601.8;3;11.69;6.94;3.26;0.5;12.96;6.33;4.14
426,0,575.82;2.84;11.69;7.03;2.89;0.4;12.96;6.17;3.7
427,0,677.47;3;11.81;6.97;3.22;3.4;14.49;6.56;5.09
428,0,628.69;2.29;11.69;7.08;3.23;2.3;12.96;6.2;4.37
429,0,625.1;2.41;11.73;7.6;3.03;0.5;12.96;6.31;4.14
430,0,611.9;3;11.69;7.52;2.9;0.9;14.85;6.47;4.35
431,0,573.24;3;11.9;7.03;2.79;0.1;12.87;6.21;3.71
432,0,644.83;3.12;11.69;7.2;3.06;0.7;12.96;5.94;4.33
433,0,578.83;2.3;11.69;7.12;2.97;0.3;12.96;6.16;3.71
434,0,606.76;2.23;11.84;7.22;2.97;1.1;12.96;6.26;3.95
435,0,559.5;3;10.86;7.27;2.73;0.6;12.44;5.66;3.19
436,0,702.98;2.85;11.72;7.06;2.7;0.9;10.4;5.75;4.35
437,0,584.98;3;11.97;6.83;3.08;0.3;12.96;6.21;3.96
438,0,645.68;2.75;11.69;7.31;2.94;0.9;18.32;6.66;5.52
439,0,627.26;3;11.79;7.25;2.94;0.5;12.96;6.45;4.24
440,0,657.45;3;11.69;6.84;3.26;2.2;12.96;6.45;4.92
441,0,677.78;3;10.83;6.34;2.75;0.6;13.48;6.17;5.1
442,0,778.99;2.49;11.29;6.89;3.19;0.2;15.57;5.74;6.02
443,0,624.74;2.6;11.92;7.7;3.35;1;12.96;6.4;4.12
444,0,640.7;3;11.69;7.09;2.76;0.9;12.96;6.46;4.37
445,0,631.29;2.58;11.69;6.95;3.02;1.4;12.96;5.36;4.51
446,0,643.36;3;11.69;7.14;2.98;1.7;12.96;5.49;4.29
447,0,617.44;2.04;11.69;6.89;3.52;1.4;12.96;6.29;4.45
448,0,665.12;3;11.69;7.19;2.82;1.1;12.96;6.52;4.69
449,0,630.27;3;11.69;7.2;2.9;1;12.96;6.36;4.4
450,0,710.85;2;11.21;6.6;3.13;1.2;14.07;5.88;5.24
451,0,642.11;3;11.69;7.69;3.12;0.2;12.96;6.52;4.44
452,0,733.42;2.33;11.95;6.74;2.82;0.2;13.98;5.8;5.13
453,0,586.84;3;11.69;7.42;3.1;0.8;12.17;6.29;3.53
454,0,621.01;2.11;11.69;7.29;3.24;0.3;12.96;5.84;4.26
455,0,655.63;2.47;11.19;6.39;2.7;0.4;13.33;6.1;4.84
456,0,614.89;2.4;11.69;6.52;3.16;4.8;12.96;6.8;4.39
457,0,655.56;2.2;11.78;7.12;3.05;0.8;12.96;5.96;4.39
458,0,607.53;3;11.69;7.55;2.87;0.9;14.56;6.45;4.25
459,0,653.2;2;11.8;6.95;3.37;1.6;12.96;6.39;4.81
460,0,679.6;2.28;11.93;6.81;2.88;1.6;9.93;5.45;3.76
461,0,559.5;3;11.36;7.52;2.58;0.8;12.23;5.66;3.12
462,0,703.63;2.01;12;6.88;3.35;0.5;14.52;4.74;4.63
463,0,657.04;3;11.69;7.13;2.78;1;12.96;6.51;4.62
464,0,647.35;3;11.69;7.59;2.9;1.8;14.75;6.58;4.65
465,0,634.66;3;11.75;7.62;2.87;1.2;14.16;6.52;4.4
466,0,585.1;2.83;11.72;7.1;2.92;1.9;12.96;6.08;3.57
467,0,559.5;3;11.69;7.55;2.86;2.11;10.59;5.86;2.58
468,0,600.62;3;11.48;7.45;2.76;1.9;11.19;5.84;3.33
469,0,655.45;2.05;11.73;7.13;3.22;1.7;10.1;5.4;3.55
470,0,650.2;2.2;11.69;7.51;3.2;0.4;12.96;6.57;4.55
471,0,648.42;3;11.69;7.63;2.86;2.6;12.59;6.36;4.05
472,0,559.5;3;11.69;7.57;2.77;1.5;10.78;5.99;2.69
473,0,696.76;2.51;11.69;7.24;3.16;3;12.96;6.17;5.02
474,0,583.08;2.31;11.18;7.42;2.98;1.1;9.65;5.74;2.64
475,0,578.49;2.63;11.69;6.92;3.1;0.9;12.96;6.21;3.69
476,0,604.03;3;11.69;7.12;2.77;0.7;12.96;6.35;3.96
477,0,559.5;2.66;11.69;7.3;3.17;1.7;11.27;5.96;2.77
478,0,703.56;2.18;11.94;6.9;3.19;1.4;13.48;5;5.11
479,0,595.39;3;11.69;7.03;3.06;1.9;12.96;6.17;3.83
480,0,593.82;3;11.69;6.62;3.07;2.9;12.96;6.82;3.81
481,0,648.03;2.02;11.81;7.2;3.31;0.5;13.27;5.86;4.67
482,0,619.07;2.26;11.69;7.45;3.32;0.3;12.96;6.46;4.11
483,0,658.98;3;11.84;7.6;2.8;3.99;12.67;6.22;3.91
484,0,647.63;2.59;11.97;6.93;3.15;1.9;12.96;6.39;4.69
485,0,572.67;3;11.69;7.07;2.83;0.2;12.96;6.27;3.68
486,0,565.37;3;11.69;6.91;3.24;0.9;12.96;5.97;3.53
487,0,641.8;2.6;11.69;7.11;2.92;0.6;12.96;6.5;4.46
488,0,659.38;2.55;11.72;6.73;2.79;2.4;12.96;6.17;4.47
489,0,607.87;3;11.69;6.87;3.02;1;12.96;6.3;4.17
490,0,559.5;3;11.87;7.41;2.86;0.5;9.65;5.84;2.43
491,0,609.3;3;11.69;7.14;2.7;0.5;12.96;6.39;4.01
492,0,583.21;2.32;11.69;6.74;3.27;1.7;12.96;6.06;3.79
493,0,645.26;3;11.99;6.97;2.8;0.8;13.76;5.68;4.63
494,0,586.5;3;11.78;7.79;3.44;1.2;10.84;6.11;3.35
495,0,591.18;3;11.31;7.06;2.61;1.4;9.65;5.5;2.77
496,0,559.5;3;11.95;8.1;3.09;0.5;12.49;6.58;3.12
497,0,592.4;3;11.56;6.87;3.19;0.1;12.87;6.24;4.15
498,0,598.12;2.63;11.69;6.9;3.31;0.5;12.96;6.32;4.08
499,0,703.84;3;11.87;7.51;3;2.7;15.65;6.81;5.52
500,0,722.58;2.11;11.69;7.39;3.03;3.9;16.02;6.58;5.49
501,0,675.38;2.5;10.95;6.73;2.88;0.9;13.78;5.22;4.58
502,0,577.88;3;11.69;6.55;2.57;1.9;12.96;6.75;3.56
503,0,593.69;3;11.77;7.32;3.07;1.6;9.65;5.69;2.77
504,0,559.5;2.99;11.69;7.03;2.92;0.3;12.96;6.8;3.14
505,0,561.03;3;11.98;7.35;2.78;0.1;12.96;6.17;3.4
506,0,559.5;3;11.69;7.48;2.8;0.6;9.65;5.87;2.42
507,0,661.03;3;11.69;6.95;3.17;2.5;13.43;6.52;4.78
508,0,559.5;3;11.69;7.36;2.92;0.1;12.96;6.17;3.38
509,0,581.51;2.28;11.67;7.61;3.02;1;10.29;5.62;3.03
510,0,620.37;2.96;11.88;7.72;2.9;0.1;15.84;6.48;4.59
511,0,583.03;2.28;11.88;6.7;3.13;0.7;12.96;6.24;3.83
512,0,563.28;3;11.69;7.09;2.8;0.4;12.96;6.08;3.4
513,0,559.5;2.31;11.63;8.12;3.21;1.65;11.52;6.21;2.81
514,0,640.83;3;11.95;7.38;2.88;0.2;12.96;6.5;4.34
515,0,659.55;2.96;11.69;7.2;3;2.1;13.46;6.45;4.74
516,0,680.16;3;11.94;7.21;2.68;0.6;13.26;6.59;4.85
517,0,559.5;2.16;11.92;7.47;3.1;0.5;12.96;6.15;3.33
518,0,586.09;3;11.69;7.41;2.94;0.1;12.96;6.35;3.76
519,0,668.33;3;11.69;7.13;2.86;1.4;13.32;6.55;4.74
520,0,559.5;3;11.69;7.28;3.19;0.4;12.96;6.16;3.32
521,0,621.73;2.31;11.12;6.54;2.81;0.6;13.51;5.29;4.39
522,0,580.34;2.93;10.42;7.3;2.98;1;9.65;5.6;2.98
523,0,605.1;3;11.69;6.87;3.1;0.6;12.96;6.29;4.23
524,0,591.52;3;11.69;6.67;2.84;2.6;12.96;6.81;3.73
525,0,665.39;3;11.77;7.53;3.24;4.5;12.97;7.14;4.47
526,0,559.5;3;11.97;8.11;3.08;0.5;12.49;6.58;3.12
527,0,617.23;2.26;11.98;7.34;3.66;0.6;15.46;6.17;4.58
528,0,685.26;3;11.69;6.86;3.32;3.3;12.96;6.54;5.2
529,0,632.65;3;11.69;7.53;2.96;1.4;14.36;6.53;4.44
530,0,578.96;2.61;11.64;6.47;2.82;0.5;9.65;5.76;3.08
531,0,590.45;3;11.69;6.91;3.27;0.3;12.96;6.27;4
532,0,582.56;2.81;11.69;7.04;2.88;0.2;12.96;6.21;3.82
533,0,629.11;3;11.69;7.65;3.08;0.9;12.96;6.43;4.18
534,0,600.17;2.42;11.88;6.86;3.13;0.1;13.06;6.25;4.34
535,0,559.5;2.31;11.69;7.26;3.34;1.55;9.65;5.66;2.23
536,0,568.85;3;11.69;7.43;2.98;0.4;9.65;5.96;2.67
537,0,655.63;2.56;11.91;6.97;3.39;0.6;9.65;5.52;3.81
538,0,656.41;2.4;11.94;6.96;3;1.5;12.96;6.51;4.68
539,0,646.91;2.66;11.57;6.95;3.27;0.1;11.91;5.68;3.82
540,0,559.5;3;11.79;7.06;3.21;0.2;12.96;6.01;3.32
541,0,595.75;3;11.69;7.66;2.83;1.3;11.67;6.28;3.5
542,0,624.35;2.1;10.62;7.46;3.02;0.6;12.46;6.24;4.32
543,0,559.5;2.51;11.69;7.36;3.22;0.7;12.96;6.18;3.32
544,0,617.67;2.01;11.89;7.27;3.27;1.1;12.96;5.8;4.16
545,0,674.62;2.43;11.71;6.84;3.1;3.3;12.96;5.84;4.31
546,0,695.36;3;11.69;7.79;3.07;2.9;16.04;6.71;5.19
547,0,593.85;3;11.91;6.86;3.16;2;12.96;6.12;4.14
548,0,566.03;3;11.69;7.44;2.62;0.4;12.96;6.15;3.41
549,0,580.39;3;11.69;6.82;3.02;1.5;12.96;6.12;3.79
550,0,580.68;3;11.69;6.89;2.99;2.2;12.96;6.04;3.77
551,0,653.15;2.79;11.89;7.07;2.9;1.8;12.96;6.45;4.56
552,0,579.49;2.65;11.69;6.85;3.13;1.71;12.96;5.97;3.83
553,0,620.82;3;11.69;7.01;2.76;1.2;12.96;6.39;4.17
554,0,672.53;2.03;11.69;7.1;3.1;0.5;12.96;5.49;4.21
555,0,586.27;3;11.69;6.92;3.03;0.5;12.96;6.19;3.97
556,0,592.79;2.5;11.69;7.03;2.93;0.7;12.96;6.27;3.93
557,0,608.39;3;11.14;7.71;3.06;1.1;12.12;5.86;3.57
558,0,718.13;3.06;11.85;7.19;3.12;1.3;14.96;6.2;5.38
559,0,594.43;2.18;11.69;7.12;3.21;1.55;12.96;5.92;3.95
560,0,595.32;2.11;11.69;6.85;3.16;1.4;12.96;6.14;4.17
561,0,636.63;3;11.69;7.49;3.03;0.1;12.86;6.5;4.32
562,0,587.47;2.24;11.69;7.43;3.07;0.4;12.96;6.37;3.74
563,0,655.97;3;11.77;7.55;2.89;3.8;12.58;6.27;3.91
564,0,628.39;2.54;11.74;6.87;3.3;2;12.96;6.42;4.39
565,0,642.88;2.7;11.63;7.5;2.73;0.7;13.36;6.34;4.72
566,0,686.8;2.24;11.65;6.99;3.2;0.1;13.12;5.57;4.83
567,0,637.71;2.6;11.69;7.1;2.88;0.8;12.96;6.46;4.37
568,0,634.23;3;11.69;7.32;2.96;0.2;12.96;6.49;4.28
569,0,721.17;3;11.69;7.75;3.01;2.5;15.45;6.81;5.52
570,0,642.12;3;11.89;7.14;2.78;2;12.96;6.46;4.47
571,0,577.6;2.72;11.69;6.95;3.05;0.4;12.96;6.24;3.74
572,0,614.48;2.54;11.69;6.88;3.51;0.9;12.96;6.37;4.33
573,0,646.45;2.29;11.17;7.08;3.5;0.5;13.41;5.83;4.47
574,0,559.5;2.57;11.84;7.15;3.09;0.3;12.96;6.1;3.29
575,0,841.93;2.14;11.8;6.67;3.39;0.8;12.19;4.45;5.56
576,0,659.19;3;11.69;7.72;2.99;0.8;13.76;6.6;4.69
577,0,631.76;2.01;11.69;7.39;3.12;2.27;12.96;6.09;3.99
578,0,650.47;2.43;11.97;7.5;3.47;0.4;12.62;5.97;4.08
579,0,665.53;3;11.87;6.73;2.81;1.9;12.53;5.67;4.32
580,0,594;2.26;11.69;6.87;3.38;0.6;12.96;6.24;3.99
581,0,617.93;2.59;11.69;7.28;2.97;2.42;12.96;6.11;3.91
582,0,561.06;3;11.75;7.47;2.68;0.1;12.96;6.19;3.42
583,0,594.47;2.34;11.71;7.4;3.03;1.6;9.65;5.68;2.84
584,0,603.93;3;11.69;6.81;3.24;0.7;12.96;6.23;4.42
585,0,627.08;3;11.69;7.21;3;0.8;12.96;5.46;4.18
586,0,588.71;3;11.96;7.59;3.21;1.3;12.49;5.9;3.46
587,0,589.13;2.75;11.92;6.64;3.05;0.1;13.06;6.01;3.87
588,0,722.72;2.01;11.69;7.25;3.1;3.9;16.49;6.61;5.67
589,0,807.92;2.54;11.7;7.14;3.39;0.6;13.54;5;6.03
590,0,559.5;2.28;11.54;7.52;2.76;1;12.03;5.69;3.01
591,0,624.46;3;11.69;7.6;2.85;1.1;16.25;6.43;4.67
592,0,575.97;2.21;11.69;7.02;3.08;1.7;12.96;6.05;3.55
593,0,589.83;2.03;11.69;6.93;3.05;0.7;12.96;6.14;3.96
594,0,591.43;3;11.69;7.09;2.85;0.3;12.96;6.29;3.93
595,0,642.62;3;11.87;7.59;2.81;3.5;11.98;6.19;3.66
596,0,643.24;2.03;11.74;7.3;3.43;0.6;12.4;6.5;4.35
597,0,650.2;2.48;11.97;6.28;3.32;0.3;16.55;5.52;5.38
598,0,574.49;3;11.79;6.9;2.9;0.6;12.96;6.18;3.72
599,0,568.26;3;11.69;7.25;2.91;0.1;12.96;6.29;3.6
600,0,565.5;3;11.69;7.31;2.66;0.4;12.96;6.12;3.37
601,0,613.95;2.04;11.97;7.73;3.37;1.3;12.96;6.45;4
602,0,574.22;3;11.69;7.22;2.66;1;12.96;6.07;3.42
603,0,600.19;2.6;11.69;6.88;3.21;1.8;12.96;6.1;4.13
604,0,670.89;3;11.55;7.21;2.94;0.1;13.46;6.43;4.88
605,0,559.5;3;11.69;7.48;2.82;0.9;9.89;5.96;2.56
606,0,746.93;2.26;11.95;7.49;3.37;0.2;11.07;4.29;4.47
607,0,604.92;2.47;11.69;6.94;3.37;1.4;12.96;6.24;4.14
608,0,600.86;3;11.69;7.5;2.9;1.72;15.25;6.2;4.22
609,0,580.19;3;11.69;6.84;3.01;2.1;12.96;6.08;3.77
610,0,679.24;3;11.84;7.51;2.94;1.8;14.07;6.56;4.87
611,0,591.25;2.15;11.69;6.89;3.38;1.9;12.96;6.18;3.84
612,0,633.46;3;11.62;6.87;2.99;0.8;13.41;6.12;4.66
613,0,650.29;2.82;11.75;7.21;3.28;0.9;11.9;5.68;4.1
614,0,559.5;2.78;11.81;7.37;3.09;1.4;9.98;5.93;2.52
615,0,584.04;3;11.69;6.87;2.95;0.2;12.96;6.24;3.92
616,0,690.72;3;11.69;7.04;3.13;2.6;14.52;6.6;5.12
617,0,625.65;2.5;11.69;7.03;2.92;1.4;12.96;6.39;4.23
618,0,662.32;2.11;11.74;6.67;3.29;1.3;14.13;5.27;4.62
619,0,559.5;3;11.69;7.6;3.15;1.14;9.65;5.68;2.68
620,0,601.61;3;11.8;6.88;3.19;1.5;12.96;6.15;4.28
621,0,559.5;3;11.79;7.57;3.03;0.7;12.27;5.96;3.1
622,0,582.81;3;11.69;7.06;2.98;1.29;12.96;6.48;3.93
623,0,586.33;2.02;11.96;7.66;3.01;0.5;11.81;5.1;3.69
624,0,666.88;2.13;11.78;7.54;3.13;0.5;17.76;6.58;5.57
625,0,772.24;2.24;11.33;6.8;2.74;1.1;13.99;5.61;5.72
626,0,602.14;3;11.98;7.25;2.75;0.2;12.96;6.38;3.9
627,0,596.14;2.75;11.95;6.91;3.1;0.1;12.96;6.25;4.22
628,0,675.03;2.27;11.94;6.82;3.56;3.3;14.11;6.58;5.08
629,0,718.54;3;11.45;6.93;2.93;1.8;14.65;5.89;5.12
630,0,600.42;3;11.69;7.04;3.03;0.6;12.96;6.32;4.05
631,0,697.31;3;11.7;7.63;2.92;0.1;13.52;4.73;5.04
632,0,576.69;2.81;11.69;6.95;3.04;1.6;12.96;6.14;3.56
633,0,697.08;2.2;11.69;7.25;3.07;2.9;15.23;6.53;5.28
634,0,621.56;2.38;11.69;6.83;2.99;1.3;12.96;6.36;4.23
635,0,718.71;2.09;11.38;5.54;2.7;2;17.12;6.24;6.14
636,0,563.3;2.56;11.63;7.55;3.03;0.2;11.26;5.39;3.21
637,0,578.95;2.3;11.69;7;3.02;1.6;12.96;6.07;3.67
638,0,565.6;3;11.69;7.14;2.79;0.5;12.96;6.07;3.36
639,0,618.82;2.93;11.88;7.56;2.91;0.1;16.34;6.52;4.79
640,0,562.88;3;11.69;7.18;2.88;0.3;12.96;6.15;3.39
641,0,581.26;2.28;11.73;7.07;2.94;0.2;12.77;6.16;3.76
642,0,631;2.14;11.64;7.17;3.1;1.7;9.65;5.43;3.27
643,0,578.16;2.08;11.25;6.56;3.01;0.6;8.78;4.3;2.82
644,0,654.38;2.98;11.69;7.49;3.27;0.5;12.96;6.61;4.64
645,0,580.55;2.91;11.69;7.09;3.15;0.4;12.96;5.34;3.59
646,0,596.1;2.44;11.97;6.97;3.01;0.3;12.96;6.23;4.09
647,0,685.05;2.4;11.69;6.98;3.03;2;13.08;6.57;5
648,0,595.3;3;11.69;6.86;3.05;0.3;13.09;6.3;4.06
649,0,682.68;3;11.92;7.22;2.66;2.2;12.02;5.72;3.99
650,0,649.08;2.73;11.63;6.9;2.76;0.3;13.53;5.81;4.5
651,0,559.5;3;11.69;7.35;3.04;1.3;11.67;5.94;2.89
652,0,608.06;3;11.69;6.79;2.58;0.4;13.04;6.56;4.65
653,0,559.5;3;11.69;7.41;2.9;0.1;12.96;6.18;3.39
654,0,649.12;3;11.69;7.74;2.92;4;12.49;6.21;3.84
655,0,559.5;3;11.97;8.11;3.08;0.5;12.49;6.58;3.12
656,0,664.51;3;11.69;7.47;2.99;3.2;13.18;6.36;4.2
657,0,763.7;2.46;11.51;6.62;2.9;1;10.87;5.78;4.9
658,0,628.8;2.45;11.69;6.97;3;2.76;12.96;6.25;4.22
659,0,559.5;3;11.9;7.32;2.87;0.7;12.3;5.86;3.11
660,0,572.41;3;11.94;6.88;2.87;0.4;12.96;6.2;3.71
661,0,559.5;3;11.69;7.32;3.21;1.9;12.96;6.53;2.95
662,0,695.88;2.07;11.69;6.9;3.13;4.1;12.96;6.53;5.27
663,0,696.75;2.27;11.83;6.71;2.96;1.7;14.66;6.3;4.97
664,0,686.17;2.18;11.69;6.44;2.82;3.6;17.12;7;5.94
665,0,683.92;2;11.72;7.05;3.07;1.2;13.74;6.6;4.95
666,0,624.55;3;11.9;7.73;2.92;0.3;15.57;6.46;4.54
667,0,559.5;2.03;11.74;7.28;3.33;0.6;12.37;6.06;3.12
668,0,734.55;2.58;11.69;7.18;3.15;4.2;16.76;6.68;5.79
669,0,608.1;3;11.69;7.24;2.77;0.5;12.96;6.31;4.08
670,0,720.84;2.03;11.69;7.2;3.14;3.8;16.5;6.61;5.69
671,0,583.41;3;11.69;7.38;3.12;1;14.76;6.32;4.07
672,0,654.19;2.98;11.84;7.28;3.17;2.1;12.96;6.09;4.54
673,0,700.97;2.21;11.61;6.78;3.27;3.2;12.98;5.78;4.53
674,0,673.19;2.3;11.4;6.61;2.59;0.8;13.71;6.1;4.87
675,0,616.66;2.68;11.69;7.06;3.18;0.2;12.96;6.32;4.45
676,0,667;3;11.69;7.79;2.95;2.8;13.17;6.39;4.24
677,0,559.5;3;11.92;8.1;3.1;0.5;12.49;6.58;3.12
678,0,658.04;2.45;11.69;6.94;3.27;1;16.29;6.61;4.93
679,0,610.55;2.1;11.91;6.94;3.55;1.2;12.96;6.28;4.34
680,0,582.06;2.81;11.77;6.88;3.17;1;12.96;6.21;3.74
681,0,614.07;2.3;11.69;6.85;3.25;1.58;13.25;6.45;4.5
682,0,637.42;3;11.69;7.33;2.63;0.9;12.96;6.47;4.34
683,0,667.98;3;11.79;7.22;2.75;2;13.78;6.54;4.8
684,0,761.18;2.46;11.36;6.54;3.1;0.4;17.42;5.61;6.06
685,0,559.5;2.92;11.42;7.64;2.8;0.1;12.32;5.96;3.3
686,0,609.45;3;11.69;7.62;2.86;0.5;14.95;6.45;4.33
687,0,821.5;3;11.59;7.96;2.98;2.2;12.98;4.57;5.8
688,0,645.09;2.81;11.69;6.92;3.24;2.5;12.96;6.47;4.57
689,0,623.9;3;12;7.6;2.79;1;12.96;6.4;4.09
690,0,598.61;3;11.95;6.81;3.23;1.3;12.96;6.15;4.17
691,0,588.49;2;11.95;6.98;3.14;0.1;12.87;6.21;4.01
692,0,691.7;3;11.69;7.26;2.85;0.5;13.86;6.11;5.01
693,0,638.94;3;11.69;7.51;2.95;1.9;15.25;6.57;4.69
694,0,679.4;3;11.69;7.2;2.8;0.9;13.69;6.6;4.89
695,0,567.49;3;11.74;6.98;2.8;0.5;12.96;6.19;3.58
696,0,703.18;2.7;11.76;6.86;3.31;4.1;13.09;6.6;5.37
697,0,648.85;2.46;11.77;7.11;3.2;0.2;14.1;5.85;4.61
698,0,573.02;3;11.94;6.94;2.98;1.2;12.96;6.07;3.45
699,0,627.33;2.1;11.69;6.73;3.06;1.7;12.96;6.36;4.36
700,0,641.34;3;11.69;7.7;2.87;1.1;14.06;6.53;4.44
701,0,571.14;2.95;11.69;7.46;3.22;0.3;12.96;6.31;3.61
702,0,677.2;3;11.69;7.22;2.9;1;13.38;6.57;4.91
703,0,604.54;3;11.94;7.21;2.75;0.6;12.96;6.31;4.02
704,0,561.67;2.65;11.92;7.4;3.47;0.1;13.05;6.29;3.54
705,0,639.57;2.2;11.69;7.48;3;0.6;12.96;6.32;4.4
706,0,577.83;3;11.9;6.9;3.22;0.4;12.58;6.2;3.77
707,0,586.09;2.23;11.86;6.98;3;0.6;12.96;6.15;3.89
708,0,559.5;3;11.97;7.3;3.02;2.29;9.65;5.73;2.21
709,0,559.5;3;11.69;7.36;2.89;1.5;12.96;6.67;2.98
710,0,609.76;3;11.69;7.22;2.75;0.6;12.96;6.4;4.01
711,0,634.8;3;11.69;6.9;3.27;1.2;12.96;6.36;4.63
712,0,560.62;3;11.69;7.22;3.04;0.1;12.96;6.15;3.37
713,0,699.06;2.3;11.77;6.85;2.85;0.8;18.01;6.35;5.76
714,0,584.07;3;11.69;7.37;2.71;1.4;12.96;6.17;3.57
715,0,594.02;2.14;11.77;6.9;3.11;0.9;12.96;6.16;4.12
716,0,623.01;2.76;11.69;7;2.91;1.7;12.96;6.32;4.21
717,0,587.86;3;11.69;6.92;2.88;0.5;12.96;6.26;3.9
718,0,637.81;3;11.69;7.42;3.11;1.9;11.99;6.37;3.95
719,0,590.42;3;11.78;7.25;2.73;0.1;12.96;6.27;3.89
720,0,575.46;2.44;11.69;7.04;3.08;0.7;10.3;5.89;3.07
