graph_id,node_id,label,feat,X,Y,Z
20,0,0,3,27,23,0
20,1,0,1,31,21,0
20,2,0,1,30,45,0
20,3,0,1,40,45,0
20,4,0,1,50,45,0
20,5,0,1,55,42,0
20,6,1,3,30,33.32,0
20,7,1,3,33.39,25.34,0
20,8,1,3,30.72,26.58,0
20,9,1,3,50,42,0
20,10,1,3,40,35.94,0
20,11,1,3,33.31,27.83,0
21,0,0,2,27,23,0
21,1,0,2,31,21,0
21,2,0,1,30,45,0
21,3,0,1,40,45,0
21,4,0,1,50,45,0
21,5,0,1,55,42,0
21,6,1,3,30,34,0
21,7,1,3,29.32,28.04,0
21,8,1,3,50,42,0
21,9,1,3,40,35.94,0
21,10,1,4,37.65,33.09,0
21,11,1,3,31.18,25.34,0
21,12,1,3,36.26,30.79,0
22,0,0,3,27,23,0
22,1,0,1,31,21,0
22,2,0,1,30,45,0
22,3,0,1,40,45,0
22,4,0,1,50,45,0
22,5,0,1,55,42,0
22,6,1,3,50,42,0
22,7,1,3,30,34,0
22,8,1,3,32.53,23.77,0
22,9,1,3,30.23,26.14,0
22,10,1,3,32.7,27.09,0
22,11,1,3,40,35.94,0
23,0,0,1,27,23,0
23,1,0,1,31,21,0
23,2,0,1,30,45,0
23,3,0,1,40,45,0
23,4,0,1,50,45,0
23,5,0,1,55,42,0
23,6,1,2,30,39.06,0
23,7,1,3,50,42,0
23,8,1,4,30,28.45,0
23,9,1,3,33.12,24.86,0
23,10,1,3,34.14,28.83,0
23,11,1,3,40,35.94,0
24,0,0,2,27,23,0
24,1,0,1,31,21,0
24,2,0,1,30,45,0
24,3,0,1,40,45,0
24,4,0,1,50,45,0
24,5,0,1,55,42,0
24,6,1,3,30,33.99,0
24,7,1,3,50,42,0
24,8,1,3,29.37,28.07,0
24,9,1,4,40,35.94,0
24,10,1,3,35.84,29.79,0
24,11,1,3,37.5,33,0
25,0,0,2,27,23,0
25,1,0,1,31,21,0
25,2,0,1,30,45,0
25,3,0,1,40,45,0
25,4,0,1,50,45,0
25,5,0,1,55,42,0
25,6,1,3,30,33.02,0
25,7,1,4,33.46,30.55,0
25,8,1,3,33.55,25.64,0
25,9,1,3,50,42,0
25,10,1,3,36.07,31.18,0
25,11,1,3,40,35.94,0
26,0,0,2,27,23,0
26,1,0,2,31,21,0
26,2,0,1,30,45,0
26,3,0,1,40,45,0
26,4,0,2,50,45,0
26,5,0,1,55,42,0
26,6,1,3,30,33.89,0
26,7,1,3,40,41.84,0
26,8,1,3,29.61,28.22,0
26,9,1,3,48.39,42,0
26,10,1,3,42.42,38.87,0
26,11,1,3,32.72,30.1,0
26,12,1,3,35.51,30.5,0
27,0,0,2,27,23,0
27,1,0,1,31,21,0
27,2,0,1,30,45,0
27,3,0,1,40,45,0
27,4,0,1,50,45,0
27,5,0,1,55,42,0
27,6,1,3,30,33.94,0
27,7,1,3,50,42,0
27,8,1,4,40,35.94,0
27,9,1,3,35.24,28.7,0
27,10,1,3,37.58,33.05,0
27,11,1,3,29.73,28.29,0
28,0,0,3,27,23,0
28,1,0,1,31,21,0
28,2,0,1,30,45,0
28,3,0,1,40,45,0
28,4,0,2,50,45,0
28,5,0,1,55,42,0
28,6,1,3,30,34.08,0
28,7,1,3,34.64,27.62,0
28,8,1,3,29.28,27.67,0
28,9,1,3,37.08,32.4,0
28,10,1,3,40,39.39,0
28,11,1,3,41.44,37.69,0
28,12,1,3,48.7,42,0
29,0,0,2,27,23,0
29,1,0,1,31,21,0
29,2,0,1,30,45,0
29,3,0,1,40,45,0
29,4,0,1,50,45,0
29,5,0,1,55,42,0
29,6,1,3,30,34.2,0
29,7,1,3,50,42,0
29,8,1,4,32.93,30.23,0
29,9,1,3,34.9,28.1,0
29,10,1,3,40,35.94,0
29,11,1,3,35.44,30.42,0
30,0,0,3,27,23,0
30,1,0,1,31,21,0
30,2,0,1,30,45,0
30,3,0,2,40,45,0
30,4,0,1,50,45,0
30,5,0,1,55,42,0
30,6,1,3,30,41.8,0
30,7,1,3,29.32,32.68,0
30,8,1,3,32.61,23.93,0
30,9,1,4,28.87,27.2,0
30,10,1,3,36.66,30.21,0
30,11,1,3,37.57,32.45,0
30,12,1,3,50,42,0
30,13,1,3,40.68,36.35,0
31,0,0,2,27,23,0
31,1,0,1,31,21,0
31,2,0,1,30,45,0
31,3,0,1,40,45,0
31,4,0,1,50,45,0
31,5,0,1,55,42,0
31,6,1,4,30,34.33,0
31,7,1,4,50,42,0
31,8,1,3,40,36.66,0
31,9,1,3,42.68,42.59,0
31,10,1,4,31.93,31.58,0
31,11,1,3,34.23,26.87,0
31,12,1,3,38.11,34.25,0
31,13,1,3,42.59,38.65,0
32,0,0,2,27,23,0
32,1,0,1,31,21,0
32,2,0,1,30,45,0
32,3,0,1,40,45,0
32,4,0,1,50,45,0
32,5,0,1,55,42,0
32,6,1,3,30,33.76,0
32,7,1,3,50,42,0
32,8,1,4,40,35.94,0
32,9,1,3,35.49,29.16,0
32,10,1,3,36.93,32.65,0
32,11,1,3,29.28,28.02,0
33,0,0,2,27,23,0
33,1,0,1,31,21,0
33,2,0,1,30,45,0
33,3,0,1,40,45,0
33,4,0,1,50,45,0
33,5,0,1,55,42,0
33,6,1,3,30,34.42,0
33,7,1,3,29.76,28.31,0
33,8,1,3,50,42,0
33,9,1,4,40,35.94,0
33,10,1,3,35.65,29.45,0
33,11,1,3,37.6,33.06,0
34,0,0,2,27,23,0
34,1,0,1,31,21,0
34,2,0,1,30,45,0
34,3,0,1,40,45,0
34,4,0,1,50,45,0
34,5,0,1,55,42,0
34,6,1,3,30,34,0
34,7,1,2,33.48,25.5,0
34,8,1,3,31.93,29.62,0
34,9,1,3,37.65,33.09,0
34,10,1,3,40,35.94,0
34,11,1,3,50,42,0
35,0,0,3,27,23,0
35,1,0,1,31,21,0
35,2,0,1,30,45,0
35,3,0,1,40,45,0
35,4,0,1,50,45,0
35,5,0,1,55,42,0
35,6,1,3,30,33.39,0
35,7,1,3,32.4,23.54,0
35,8,1,3,50,42,0
35,9,1,3,30.08,26.5,0
35,10,1,3,33.31,27.83,0
35,11,1,3,40,35.94,0
36,0,0,1,27,23,0
36,1,0,1,31,21,0
36,2,0,1,30,45,0
36,3,0,2,40,45,0
36,4,0,1,50,45,0
36,5,0,1,55,42,0
36,6,1,3,30,38.83,0
36,7,1,3,32.59,33.17,0
36,8,1,3,50,42,0
36,9,1,4,37.39,36.1,0
36,10,1,3,36.13,30.32,0
36,11,1,3,41.2,36.67,0
37,0,0,1,27,23,0
37,1,0,1,31,21,0
37,2,0,1,30,45,0
37,3,0,1,40,45,0
37,4,0,1,50,45,0
37,5,0,1,55,42,0
37,6,1,2,30,33.11,0
37,7,1,3,30,28.45,0
37,8,1,3,50,42,0
37,9,1,4,40,35.94,0
37,10,1,3,33.91,26.29,0
37,11,1,3,37.89,33.24,0
38,0,0,3,27,23,0
38,1,0,1,31,21,0
38,2,0,1,30,45,0
38,3,0,1,40,45,0
38,4,0,1,50,45,0
38,5,0,1,55,42,0
38,6,1,3,30,34.42,0
38,7,1,3,50,42,0
38,8,1,3,34.94,28.17,0
38,9,1,3,30.93,28.34,0
38,10,1,3,36.61,31.83,0
38,11,1,3,40,35.94,0
39,0,0,2,27,23,0
39,1,0,1,31,21,0
39,2,0,1,30,45,0
39,3,0,3,40,45,0
39,4,0,1,50,45,0
39,5,0,1,55,42,0
39,6,1,3,30,40.96,0
39,7,1,3,32.14,23.07,0
39,8,1,3,50,42,0
39,9,1,4,32.6,28.54,0
39,10,1,3,41.23,36.68,0
39,11,1,3,39.38,35.64,0
39,12,1,3,33.79,30.83,0
39,13,1,3,33.65,37.86,0
40,0,0,2,27,23,0
40,1,0,1,31,21,0
40,2,0,1,30,45,0
40,3,0,1,40,45,0
40,4,0,1,50,45,0
40,5,0,1,55,42,0
40,6,1,3,30,34.51,0
40,7,1,4,29.65,28.24,0
40,8,1,3,33.94,26.34,0
40,9,1,3,50,42,0
40,10,1,3,40,35.94,0
40,11,1,3,37.36,32.74,0
41,0,0,2,27,23,0
41,1,0,1,31,21,0
41,2,0,1,30,45,0
41,3,0,2,40,45,0
41,4,0,1,50,45,0
41,5,0,1,55,42,0
41,6,1,3,50,42,0
41,7,1,4,30,39.43,0
41,8,1,3,32.83,24.32,0
41,9,1,3,41.3,43.47,0
41,10,1,3,40.81,36.43,0
41,11,1,3,38.2,33.53,0
41,12,1,3,30.56,29.9,0
42,0,0,2,27,23,0
42,1,0,1,31,21,0
42,2,0,1,30,45,0
42,3,0,1,40,45,0
42,4,0,1,50,45,0
42,5,0,1,55,42,0
42,6,1,3,30,34.12,0
42,7,1,3,50,42,0
42,8,1,4,40,35.94,0
42,9,1,3,34.92,28.13,0
42,10,1,3,37.85,33.21,0
42,11,1,3,34.49,31.17,0
43,0,0,2,27,23,0
43,1,0,1,31,21,0
43,2,0,1,30,45,0
43,3,0,1,40,45,0
43,4,0,1,50,45,0
43,5,0,1,55,42,0
43,6,1,3,30,34.6,0
43,7,1,3,50,42,0
43,8,1,4,29.59,28.21,0
43,9,1,3,34.37,27.13,0
43,10,1,3,34.66,29.46,0
43,11,1,3,40,35.94,0
44,0,0,2,27,23,0
44,1,0,1,31,21,0
44,2,0,1,30,45,0
44,3,0,1,40,45,0
44,4,0,1,50,45,0
44,5,0,1,55,42,0
44,6,1,3,30,34.04,0
44,7,1,4,29.19,27.96,0
44,8,1,3,34.66,27.66,0
44,9,1,3,34.86,29.71,0
44,10,1,3,50,42,0
44,11,1,3,40,35.94,0
45,0,0,2,27,23,0
45,1,0,1,31,21,0
45,2,0,1,30,45,0
45,3,0,1,40,45,0
45,4,0,1,50,45,0
45,5,0,1,55,42,0
45,6,1,3,50,42,0
45,7,1,4,30,34.33,0
45,8,1,3,40,38.65,0
45,9,1,3,28.3,25.43,0
45,10,1,3,36.38,30.77,0
45,11,1,3,40.53,36.26,0
46,0,0,1,27,23,0
46,1,0,2,31,21,0
46,2,0,1,30,45,0
46,3,0,1,40,45,0
46,4,0,1,50,45,0
46,5,0,1,55,42,0
46,6,1,4,28.05,24.92,0
46,7,1,3,50,42,0
46,8,1,3,40,35.94,0
46,9,1,3,30,34.24,0
46,10,1,4,29.62,28.15,0
46,11,1,3,34.02,26.64,0
46,12,1,3,36.06,31.16,0
47,0,0,2,27,23,0
47,1,0,1,31,21,0
47,2,0,1,30,45,0
47,3,0,2,40,45,0
47,4,0,1,50,45,0
47,5,0,1,55,42,0
47,6,1,3,30,38.88,0
47,7,1,3,50,42,0
47,8,1,3,29,29.91,0
47,9,1,3,28.21,25.61,0
47,10,1,3,41.08,36.6,0
47,11,1,3,36.19,30.44,0
48,0,0,2,27,23,0
48,1,0,1,31,21,0
48,2,0,1,30,45,0
48,3,0,1,40,45,0
48,4,0,1,50,45,0
48,5,0,1,55,42,0
48,6,1,3,30,34.26,0
48,7,1,3,50,42,0
48,8,1,4,33.65,30.67,0
48,9,1,3,33.75,25.99,0
48,10,1,3,40,35.94,0
48,11,1,3,35.69,30.72,0
49,0,0,3,27,23,0
49,1,0,1,31,21,0
49,2,0,1,30,45,0
49,3,0,1,40,45,0
49,4,0,1,50,45,0
49,5,0,1,55,42,0
49,6,1,3,30,34.2,0
49,7,1,3,35.51,29.19,0
49,8,1,3,50,42,0
49,9,1,3,29.11,27.32,0
49,10,1,3,36.94,32.23,0
49,11,1,3,40,35.94,0
50,0,0,2,27,23,0
50,1,0,2,31,21,0
50,2,0,1,30,45,0
50,3,0,1,40,45,0
50,4,0,1,50,45,0
50,5,0,1,55,42,0
50,6,1,3,50,42,0
50,7,1,3,30,34.44,0
50,8,1,3,40,35.94,0
50,9,1,3,30.9,29,0
50,10,1,4,37.65,33.09,0
50,11,1,3,30.2,25.97,0
50,12,1,3,32.11,24.56,0
51,0,0,2,27,23,0
51,1,0,1,31,21,0
51,2,0,1,30,45,0
51,3,0,1,40,45,0
51,4,0,1,50,45,0
51,5,0,1,55,42,0
51,6,1,3,30,33.83,0
51,7,1,3,50,42,0
51,8,1,4,40,35.94,0
51,9,1,3,35.77,29.68,0
51,10,1,3,37.76,33.16,0
51,11,1,3,29.94,28.42,0
52,0,0,3,27,23,0
52,1,0,1,31,21,0
52,2,0,1,30,45,0
52,3,0,1,40,45,0
52,4,0,1,50,45,0
52,5,0,1,55,42,0
52,6,1,3,30,33.28,0
52,7,1,3,33.09,24.79,0
52,8,1,3,29.17,27.01,0
52,9,1,3,35.4,30.36,0
52,10,1,3,40,35.94,0
52,11,1,3,50,42,0
53,0,0,2,27,23,0
53,1,0,1,31,21,0
53,2,0,1,30,45,0
53,3,0,1,40,45,0
53,4,0,1,50,45,0
53,5,0,1,55,42,0
53,6,1,3,30,34,0
53,7,1,3,50,42,0
53,8,1,4,29.89,28.39,0
53,9,1,3,33.41,25.38,0
53,10,1,3,40,35.94,0
53,11,1,3,33.58,28.15,0
54,0,0,2,27,23,0
54,1,0,1,31,21,0
54,2,0,1,30,45,0
54,3,0,1,40,45,0
54,4,0,1,50,45,0
54,5,0,1,55,42,0
54,6,1,3,30,34.39,0
54,7,1,3,50,42,0
54,8,1,3,29.58,28.2,0
54,9,1,4,40,35.94,0
54,10,1,3,36.18,30.42,0
54,11,1,3,37.69,33.12,0
55,0,0,2,27,23,0
55,1,0,1,31,21,0
55,2,0,1,30,45,0
55,3,0,1,40,45,0
55,4,0,1,50,45,0
55,5,0,1,55,42,0
55,6,1,3,30,33.1,0
55,7,1,3,50,42,0
55,8,1,3,34.07,30.92,0
55,9,1,4,40,35.94,0
55,10,1,3,34.26,26.92,0
55,11,1,3,37.93,33.26,0
56,0,0,3,27,23,0
56,1,0,1,31,21,0
56,2,0,1,30,45,0
56,3,0,1,40,45,0
56,4,0,1,50,45,0
56,5,0,1,55,42,0
56,6,1,3,50,42,0
56,7,1,3,30,34.52,0
56,8,1,3,33.43,25.42,0
56,9,1,3,40,35.94,0
56,10,1,3,32.18,27.98,0
56,11,1,3,34.39,29.13,0
57,0,0,2,27,23,0
57,1,0,1,31,21,0
57,2,0,1,30,45,0
57,3,0,1,40,45,0
57,4,0,1,50,45,0
57,5,0,1,55,42,0
57,6,1,3,30,33.87,0
57,7,1,3,50,42,0
57,8,1,4,34.32,31.07,0
57,9,1,3,32.01,22.83,0
57,10,1,3,40,35.94,0
57,11,1,3,37.45,32.85,0
58,0,0,3,27,23,0
58,1,0,1,31,21,0
58,2,0,1,30,45,0
58,3,0,1,40,45,0
58,4,0,1,50,45,0
58,5,0,1,55,42,0
58,6,1,3,36.07,30.21,0
58,7,1,3,50,42,0
58,8,1,3,30,33.29,0
58,9,1,3,40,35.94,0
58,10,1,3,29.35,27.22,0
58,11,1,3,36.88,32.16,0
59,0,0,2,27,23,0
59,1,0,1,31,21,0
59,2,0,1,30,45,0
59,3,0,1,40,45,0
59,4,0,1,50,45,0
59,5,0,1,55,42,0
59,6,1,3,50,42,0
59,7,1,3,30,33.19,0
59,8,1,3,40,35.94,0
59,9,1,4,29.43,28.11,0
59,10,1,3,33.07,24.77,0
59,11,1,3,33.39,27.92,0
60,0,0,2,27,23,0
60,1,0,1,31,21,0
60,2,0,1,30,45,0
60,3,0,1,40,45,0
60,4,0,1,50,45,0
60,5,0,1,55,42,0
60,6,1,3,30,33.65,0
60,7,1,2,32.01,22.83,0
60,8,1,3,29.61,28.22,0
60,9,1,3,50,42,0
60,10,1,3,40,35.94,0
60,11,1,3,37.65,33.09,0
61,0,0,1,27,23,0
61,1,0,1,31,21,0
61,2,0,1,30,45,0
61,3,0,2,40,45,0
61,4,0,1,50,45,0
61,5,0,1,55,42,0
61,6,1,3,30,41.38,0
61,7,1,3,32.05,32.19,0
61,8,1,3,50,42,0
61,9,1,4,38.19,35.61,0
61,10,1,3,33.74,25.98,0
61,11,1,3,40.19,36.06,0
62,0,0,3,27,23,0
62,1,0,1,31,21,0
62,2,0,1,30,45,0
62,3,0,1,40,45,0
62,4,0,1,50,45,0
62,5,0,1,55,42,0
62,6,1,3,34.17,26.76,0
62,7,1,3,30,34.46,0
62,8,1,3,50,42,0
62,9,1,3,33.23,30.01,0
62,10,1,3,36.94,32.23,0
62,11,1,3,40,35.94,0
63,0,0,2,27,23,0
63,1,0,2,31,21,0
63,2,0,1,30,45,0
63,3,0,1,40,45,0
63,4,0,1,50,45,0
63,5,0,1,55,42,0
63,6,1,3,30,33,0
63,7,1,3,50,42,0
63,8,1,3,40,35.94,0
63,9,1,3,30.76,28.92,0
63,10,1,5,35.21,31.61,0
63,11,1,3,37.11,32.43,0
63,12,1,3,32.54,23.94,0
63,13,1,3,34.05,27.14,0
64,0,0,1,27,23,0
64,1,0,1,31,21,0
64,2,0,1,30,45,0
64,3,0,2,40,45,0
64,4,0,1,50,45,0
64,5,0,1,55,42,0
64,6,1,3,30,39.02,0
64,7,1,3,50,42,0
64,8,1,2,46.43,39.84,0
64,9,1,4,30.51,29.38,0
64,10,1,3,32.3,23.37,0
64,11,1,3,39.53,35.66,0
64,12,1,3,33.67,28.66,0
65,0,0,2,27,23,0
65,1,0,1,31,21,0
65,2,0,1,30,45,0
65,3,0,1,40,45,0
65,4,0,1,50,45,0
65,5,0,1,55,42,0
65,6,1,3,50,42,0
65,7,1,3,30,33.81,0
65,8,1,4,40,35.94,0
65,9,1,3,35.52,29.22,0
65,10,1,3,29.3,28.03,0
65,11,1,3,37.79,33.18,0
66,0,0,3,27,23,0
66,1,0,1,31,21,0
66,2,0,1,30,45,0
66,3,0,1,40,45,0
66,4,0,1,50,45,0
66,5,0,1,55,42,0
66,6,1,3,30,33.83,0
66,7,1,3,32.35,23.46,0
66,8,1,3,29.35,25.94,0
66,9,1,3,50,42,0
66,10,1,3,32.85,27.27,0
66,11,1,3,40,35.94,0
67,0,0,2,27,23,0
67,1,0,1,31,21,0
67,2,0,1,30,45,0
67,3,0,1,40,45,0
67,4,0,1,50,45,0
67,5,0,1,55,42,0
67,6,1,3,30,33.76,0
67,7,1,3,50,42,0
67,8,1,4,40,35.94,0
67,9,1,4,29.36,28.07,0
67,10,1,3,34.66,27.66,0
67,11,1,3,37.3,36.66,0
67,12,1,3,38.44,32.44,0
68,0,0,2,27,23,0
68,1,0,2,31,21,0
68,2,0,1,30,45,0
68,3,0,1,40,45,0
68,4,0,1,50,45,0
68,5,0,1,55,42,0
68,6,1,3,30,33.91,0
68,7,1,3,30.06,28.49,0
68,8,1,3,50,42,0
68,9,1,3,40,35.94,0
68,10,1,5,37.65,33.09,0
68,11,1,4,32.87,27.98,0
68,12,1,3,34.15,24.78,0
68,13,1,3,34.98,29.07,0
68,14,1,3,32.58,23.43,0
69,0,0,1,27,23,0
69,1,0,1,31,21,0
69,2,0,1,30,45,0
69,3,0,2,40,45,0
69,4,0,1,50,45,0
69,5,0,1,55,42,0
69,6,1,4,30,38.41,0
69,7,1,3,30.92,30.13,0
69,8,1,3,32.27,33.64,0
69,9,1,3,50,42,0
69,10,1,4,36.78,36.46,0
69,11,1,4,40.56,36.28,0
69,12,1,3,35.58,29.32,0
69,13,1,3,38.44,34.18,0
70,0,0,2,27,23,0
70,1,0,1,31,21,0
70,2,0,1,30,45,0
70,3,0,1,40,45,0
70,4,0,1,50,45,0
70,5,0,1,55,42,0
70,6,1,3,50,42,0
70,7,1,3,30,33.11,0
70,8,1,4,40,35.94,0
70,9,1,3,34.08,30.93,0
70,10,1,3,35.71,29.56,0
70,11,1,3,37.77,33.16,0
71,0,0,2,27,23,0
71,1,0,1,31,21,0
71,2,0,1,30,45,0
71,3,0,2,40,45,0
71,4,0,1,50,45,0
71,5,0,1,55,42,0
71,6,1,3,30,42.77,0
71,7,1,3,50,42,0
71,8,1,3,29.15,31.63,0
71,9,1,3,28.41,25.93,0
71,10,1,3,40.69,36.36,0
71,11,1,3,36.63,31.24,0
72,0,0,2,27,23,0
72,1,0,1,31,21,0
72,2,0,1,30,45,0
72,3,0,1,40,45,0
72,4,0,1,50,45,0
72,5,0,1,55,42,0
