graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask,feat
24,5,7,3,0,0,0,8.25
24,6,8,4,0,0,0,8.23
24,0,8,5,0,0,0,11.79
24,3,9,6,0,0,0,5
24,7,9,7,0,0,0,9.65
24,1,10,8,0,0,0,8.56
24,9,10,9,0,0,0,1.8
24,9,11,10,0,0,0,11.17
24,8,11,11,0,0,0,4.82
24,10,11,12,0,0,0,6.77
25,2,6,0,0,0,0,5
25,0,6,1,0,0,0,4.3
25,0,7,2,0,0,0,4.45
25,6,7,3,0,0,0,1.52
25,1,8,4,0,0,0,8.56
25,7,8,5,0,0,0,-1.5
25,4,9,6,0,0,0,5
25,5,9,7,0,0,0,8.25
25,7,10,8,0,0,0,4.27
25,8,10,9,0,0,0,9.89
25,10,11,10,0,0,0,12.96
25,3,11,11,0,0,0,5
25,9,11,12,0,0,0,9.65
26,2,6,0,0,0,0,5
26,0,6,1,0,0,0,-1.7
26,3,7,2,0,0,0,5
26,4,7,3,0,0,0,-3.4
26,6,8,4,0,0,0,6.65
26,0,8,5,0,0,0,10.22
26,5,9,6,0,0,0,8.25
26,4,9,7,0,0,0,6.84
26,9,10,8,0,0,0,12.98
26,7,10,9,0,0,0,5.13
26,8,11,10,0,0,0,4.82
26,1,11,11,0,0,0,-2
26,11,12,12,0,0,0,3.79
26,10,12,13,0,0,0,12.96
26,1,12,14,0,0,0,10.48
27,2,6,0,0,0,0,5
27,0,6,1,0,0,0,-1.1
27,5,7,2,0,0,0,8.25
27,4,7,3,0,0,0,5
27,3,8,4,0,0,0,5
27,7,8,5,0,0,0,9.65
27,1,9,6,0,0,0,8.56
27,8,9,7,0,0,0,0.8
27,9,10,8,0,0,0,7.76
27,8,10,9,0,0,0,12.17
27,10,11,10,0,0,0,4.82
27,0,11,11,0,0,0,9.63
27,6,11,12,0,0,0,6.07
28,2,6,0,0,0,0,5
28,0,6,1,0,0,0,-3.7
28,1,7,2,0,0,0,8.56
28,0,7,3,0,0,0,-0.5
28,0,8,4,0,0,0,12.6
28,6,8,5,0,0,0,8.63
28,7,9,6,0,0,0,8.13
28,8,9,7,0,0,0,5.32
28,3,10,8,0,0,0,5
28,4,10,9,0,0,0,-3.3
28,9,11,10,0,0,0,12.96
28,10,11,11,0,0,0,4.44
28,5,12,12,0,0,0,8.25
28,11,12,13,0,0,0,12.95
28,4,12,14,0,0,0,7.21
29,2,6,0,0,0,0,5
29,0,6,1,0,0,0,3.8
29,5,7,2,0,0,0,8.25
29,4,7,3,0,0,0,5
29,0,8,4,0,0,0,4.95
29,6,8,5,0,0,0,1.65
29,1,9,6,0,0,0,8.56
29,8,9,7,0,0,0,-2.8
29,7,10,8,0,0,0,9.65
29,3,10,9,0,0,0,5
29,10,11,10,0,0,0,12.96
29,9,11,11,0,0,0,9.81
29,8,11,12,0,0,0,6.04
30,2,6,0,0,0,0,5
30,3,6,1,0,0,0,0.4
30,6,7,2,0,0,0,5.14
30,0,7,3,0,0,0,-0.3
30,1,8,4,0,0,0,8.56
30,0,8,5,0,0,0,0.8
30,7,9,6,0,0,0,5.43
30,0,9,7,0,0,0,8.38
30,8,10,8,0,0,0,9.08
30,9,10,9,0,0,0,-2.3
30,10,11,10,0,0,0,7.34
30,9,11,11,0,0,0,5.96
30,4,12,12,0,0,0,5
30,5,12,13,0,0,0,8.25
30,11,13,14,0,0,0,12.63
30,12,13,15,0,0,0,9.65
30,3,13,16,0,0,0,4.89
31,2,6,0,0,0,0,5
31,0,6,1,0,0,0,0.6
31,5,7,2,0,0,0,8.25
31,4,7,3,0,0,0,5
31,3,8,4,0,0,0,5
31,6,8,5,0,0,0,-2.6
31,8,9,6,0,0,0,-6.14
31,7,9,7,0,0,0,-2.4
31,6,10,8,0,0,0,4.68
31,0,10,9,0,0,0,7.98
31,1,11,10,0,0,0,8.56
31,10,11,11,0,0,0,-0.2
31,11,12,12,0,0,0,8.68
31,10,12,13,0,0,0,7.35
31,12,13,14,0,0,0,15.11
31,7,13,15,0,0,0,11.68
31,9,13,16,0,0,0,5.79
32,2,6,0,0,0,0,5
32,0,6,1,0,0,0,-4.2
32,5,7,2,0,0,0,8.25
32,4,7,3,0,0,0,5
32,3,8,4,0,0,0,5
32,7,8,5,0,0,0,9.65
32,1,9,6,0,0,0,8.56
32,8,9,7,0,0,0,4.9
32,8,10,8,0,0,0,8.11
32,9,10,9,0,0,0,3.7
32,6,11,10,0,0,0,9.12
32,10,11,11,0,0,0,4.82
32,0,11,12,0,0,0,12.68
33,2,6,0,0,0,0,5
33,0,6,1,0,0,0,-0.9
33,6,7,2,0,0,0,5.87
33,0,7,3,0,0,0,9.43
33,4,8,4,0,0,0,5
33,5,8,5,0,0,0,8.25
33,8,9,6,0,0,0,9.65
33,3,9,7,0,0,0,5
33,1,10,8,0,0,0,8.56
33,9,10,9,0,0,0,0.7
33,10,11,10,0,0,0,7.86
33,9,11,11,0,0,0,12.27
33,7,11,12,0,0,0,4.82
34,2,6,0,0,0,0,5
34,0,6,1,0,0,0,3.2
34,1,7,2,0,0,0,8.56
34,6,8,3,0,0,0,2.09
34,0,8,4,0,0,0,5.5
34,8,9,5,0,0,0,4.82
34,7,9,6,0,0,0,8.56
34,9,10,7,0,0,0,12.96
34,3,10,8,0,0,0,5
34,5,11,9,0,0,0,8.25
34,10,11,10,0,0,0,9.65
34,4,11,11,0,0,0,5
35,2,6,0,0,0,0,5
35,0,6,1,0,0,0,0.2
35,1,7,2,0,0,0,8.56
35,0,7,3,0,0,0,-2.6
35,5,8,4,0,0,0,8.25
35,4,8,5,0,0,0,5
35,6,9,6,0,0,0,4.81
35,0,9,7,0,0,0,10.08
35,9,10,8,0,0,0,7.26
35,7,10,9,0,0,0,7.4
35,8,11,10,0,0,0,9.65
35,10,11,11,0,0,0,12.96
35,3,11,12,0,0,0,5
36,2,6,0,0,0,0,5
36,3,6,1,0,0,0,-2.1
36,6,7,2,0,0,0,4.29
36,0,7,3,0,0,0,8.56
36,5,8,4,0,0,0,8.25
36,4,8,5,0,0,0,5
36,3,9,6,0,0,0,6.36
36,7,9,7,0,0,0,6.92
36,1,10,8,0,0,0,8.56
36,9,10,9,0,0,0,3.3
36,10,11,10,0,0,0,5.47
36,9,11,11,0,0,0,4.89
36,8,11,12,0,0,0,9.65
37,2,6,0,0,0,0,5
37,6,7,1,0,0,0,5
37,0,7,2,0,0,0,8.56
37,5,8,3,0,0,0,8.25
37,4,8,4,0,0,0,5
37,3,9,5,0,0,0,5
37,8,9,6,0,0,0,9.65
37,1,10,7,0,0,0,8.56
37,9,10,8,0,0,0,-3.5
37,7,11,9,0,0,0,4.82
37,10,11,10,0,0,0,12.06
37,9,11,11,0,0,0,16.44
38,2,6,0,0,0,0,5
38,0,6,1,0,0,0,1.9
38,4,7,2,0,0,0,5
38,5,7,3,0,0,0,8.25
38,1,8,4,0,0,0,8.56
38,0,8,5,0,0,0,-1.2
38,6,9,6,0,0,0,3.2
38,0,9,7,0,0,0,7.84
38,8,10,8,0,0,0,7.52
38,9,10,9,0,0,0,6.02
38,7,11,10,0,0,0,9.65
38,10,11,11,0,0,0,12.96
38,3,11,12,0,0,0,5
39,2,6,0,0,0,0,5
39,3,6,1,0,0,0,-4.3
39,1,7,2,0,0,0,8.56
39,0,7,3,0,0,0,-3.5
39,4,8,4,0,0,0,5
39,5,8,5,0,0,0,8.25
39,7,9,6,0,0,0,7.48
39,0,9,7,0,0,0,10.73
39,8,10,8,0,0,0,9.65
39,9,10,9,0,0,0,1.2
39,10,11,10,0,0,0,8.48
39,3,11,11,0,0,0,2.3
39,9,12,12,0,0,0,15.98
39,11,12,13,0,0,0,9.93
39,3,13,14,0,0,0,5.77
39,6,13,15,0,0,0,5.23
39,12,13,16,0,0,0,7.71
40,2,6,0,0,0,0,5
40,0,6,1,0,0,0,-1.4
40,6,7,2,0,0,0,6.36
40,0,7,3,0,0,0,9.92
40,1,8,4,0,0,0,8.56
40,7,8,5,0,0,0,-0.1
40,5,9,6,0,0,0,8.25
40,4,9,7,0,0,0,5
40,9,10,8,0,0,0,9.65
40,3,10,9,0,0,0,5
40,7,11,10,0,0,0,4.88
40,10,11,11,0,0,0,12.96
40,8,11,12,0,0,0,8.55
41,4,6,0,0,0,0,5
41,5,6,1,0,0,0,8.25
41,2,7,2,0,0,0,5
41,3,7,3,0,0,0,3.3
41,1,8,4,0,0,0,8.56
41,0,8,5,0,0,0,0.3
41,3,9,6,0,0,0,4.45
41,7,9,7,0,0,0,-3.4
41,9,10,8,0,0,0,4.55
41,6,10,9,0,0,0,9.65
41,8,11,10,0,0,0,8.76
41,10,11,11,0,0,0,12.82
41,0,12,12,0,0,0,8.36
41,11,12,13,0,0,0,4.6
41,7,12,14,0,0,0,5.47
42,2,6,0,0,0,0,5
42,0,6,1,0,0,0,4.4
42,5,7,2,0,0,0,8.25
42,4,7,3,0,0,0,5
42,7,8,4,0,0,0,9.65
42,3,8,5,0,0,0,5
42,1,9,6,0,0,0,8.56
42,8,9,7,0,0,0,-3.2
42,8,10,8,0,0,0,16.15
42,9,10,9,0,0,0,11.75
42,10,11,10,0,0,0,4.82
42,0,11,11,0,0,0,4.41
42,6,11,12,0,0,0,1.37
43,2,6,0,0,0,0,5
43,0,6,1,0,0,0,-1.7
43,5,7,2,0,0,0,8.25
43,4,7,3,0,0,0,5
43,6,8,4,0,0,0,6.66
43,0,8,5,0,0,0,10.22
43,1,9,6,0,0,0,8.56
43,8,9,7,0,0,0,-3.2
43,8,10,8,0,0,0,7.47
43,9,10,9,0,0,0,8.26
43,7,11,10,0,0,0,9.65
43,3,11,11,0,0,0,5
43,10,11,12,0,0,0,12.96
44,2,6,0,0,0,0,5
44,0,6,1,0,0,0,-5
44,0,7,2,0,0,0,13.47
44,6,7,3,0,0,0,9.91
44,1,8,4,0,0,0,8.56
44,7,8,5,0,0,0,-3.4
44,7,9,6,0,0,0,7.87
44,8,9,7,0,0,0,7.72
44,5,10,8,0,0,0,8.25
44,4,10,9,0,0,0,5
44,9,11,10,0,0,0,12.96
44,10,11,11,0,0,0,9.65
44,3,11,12,0,0,0,5
45,4,6,0,0,0,0,5
45,5,6,1,0,0,0,8.25
45,2,7,2,0,0,0,5
45,0,7,3,0,0,0,-0.4
45,3,8,4,0,0,0,5
45,7,8,5,0,0,0,1.1
45,7,9,6,0,0,0,5.93
45,0,9,7,0,0,0,8.95
45,1,10,8,0,0,0,8.56
45,9,10,9,0,0,0,3.74
45,8,11,10,0,0,0,4.67
45,10,11,11,0,0,0,12
45,6,11,12,0,0,0,9.65
46,0,6,0,0,0,0,8.56
46,1,6,1,0,0,0,-0.1
46,5,7,2,0,0,0,8.25
46,4,7,3,0,0,0,5
46,7,8,4,0,0,0,9.65
46,3,8,5,0,0,0,5
46,2,9,6,0,0,0,5
46,6,9,7,0,0,0,-2.2
46,6,10,8,0,0,0,10.64
46,9,10,9,0,0,0,7.17
46,1,11,10,0,0,0,8.6
46,10,11,11,0,0,0,-0.6
46,10,12,12,0,0,0,5.25
46,8,12,13,0,0,0,12.96
46,11,12,14,0,0,0,8.52
47,2,6,0,0,0,0,5
47,3,6,1,0,0,0,0.7
47,4,7,2,0,0,0,5
47,5,7,3,0,0,0,8.25
47,6,8,4,0,0,0,5.4
47,0,8,5,0,0,0,-3.9
47,8,9,6,0,0,0,9.27
47,0,9,7,0,0,0,12.39
47,3,10,8,0,0,0,4.67
47,7,10,9,0,0,0,9.65
47,9,11,10,0,0,0,4.12
47,10,11,11,0,0,0,12.3
47,1,11,12,0,0,0,8.56
48,2,6,0,0,0,0,5
48,0,6,1,0,0,0,4.1
48,5,7,2,0,0,0,8.25
48,4,7,3,0,0,0,5
48,6,8,4,0,0,0,1.48
48,0,8,5,0,0,0,4.68
48,1,9,6,0,0,0,8.56
48,8,9,7,0,0,0,-2.4
48,7,10,8,0,0,0,9.65
48,3,10,9,0,0,0,5
48,8,11,10,0,0,0,4.17
48,10,11,11,0,0,0,12.96
48,9,11,12,0,0,0,10.71
49,2,6,0,0,0,0,5
49,0,6,1,0,0,0,-4.8
49,1,7,2,0,0,0,8.56
49,0,7,3,0,0,0,-1.1
49,5,8,4,0,0,0,8.25
49,4,8,5,0,0,0,5
49,0,9,6,0,0,0,14.23
49,6,9,7,0,0,0,9.72
49,9,10,8,0,0,0,5.92
49,7,10,9,0,0,0,7.58
49,8,11,10,0,0,0,9.65
49,10,11,11,0,0,0,12.96
49,3,11,12,0,0,0,5
50,4,6,0,0,0,0,5
50,5,6,1,0,0,0,8.25
50,2,7,2,0,0,0,5
50,0,7,3,0,0,0,2
50,6,8,4,0,0,0,9.65
50,3,8,5,0,0,0,5
50,0,9,6,0,0,0,6.64
50,7,9,7,0,0,0,3.11
50,8,10,8,0,0,0,12.96
50,9,10,9,0,0,0,4.82
50,1,11,10,0,0,0,-3.8
50,10,11,11,0,0,0,-2.7
50,1,12,12,0,0,0,11.79
50,11,12,13,0,0,0,3.18
50,10,12,14,0,0,0,11.16
51,2,6,0,0,0,0,5
51,0,6,1,0,0,0,-0.2
51,5,7,2,0,0,0,8.25
51,4,7,3,0,0,0,5
51,7,8,4,0,0,0,9.65
51,3,8,5,0,0,0,5
51,1,9,6,0,0,0,8.56
51,8,9,7,0,0,0,-1.9
51,9,10,8,0,0,0,10.45
51,8,10,9,0,0,0,14.86
51,0,11,10,0,0,0,8.75
51,10,11,11,0,0,0,4.82
51,6,11,12,0,0,0,5.19
52,2,6,0,0,0,0,5
52,0,6,1,0,0,0,-4.3
52,1,7,2,0,0,0,8.56
52,0,7,3,0,0,0,-1.2
52,6,8,4,0,0,0,9.21
52,0,8,5,0,0,0,13.61
52,7,9,6,0,0,0,7.75
52,8,9,7,0,0,0,5.99
52,3,10,8,0,0,0,5
52,9,10,9,0,0,0,12.96
52,10,11,10,0,0,0,9.65
52,5,11,11,0,0,0,8.25
52,4,11,12,0,0,0,5
53,2,6,0,0,0,0,5
53,0,6,1,0,0,0,-0.4
53,5,7,2,0,0,0,8.25
53,4,7,3,0,0,0,5
53,6,8,4,0,0,0,5.39
53,0,8,5,0,0,0,8.95
53,1,9,6,0,0,0,8.56
53,8,9,7,0,0,0,-4.6
53,3,10,8,0,0,0,5
53,7,10,9,0,0,0,9.65
53,8,11,10,0,0,0,7.64
53,9,11,11,0,0,0,10.51
53,10,11,12,0,0,0,12.96
54,2,6,0,0,0,0,5
54,0,6,1,0,0,0,-1.8
54,5,7,2,0,0,0,8.25
54,4,7,3,0,0,0,5
54,0,8,4,0,0,0,10.31
54,6,8,5,0,0,0,6.76
54,7,9,6,0,0,0,9.65
54,3,9,7,0,0,0,5
54,1,10,8,0,0,0,8.56
54,9,10,9,0,0,0,-0.7
54,10,11,10,0,0,0,9.26
54,9,11,11,0,0,0,13.66
54,8,11,12,0,0,0,4.82
55,2,6,0,0,0,0,5
55,0,6,1,0,0,0,4.5
55,5,7,2,0,0,0,8.25
55,4,7,3,0,0,0,5
55,6,8,4,0,0,0,1.45
55,0,8,5,0,0,0,4.27
55,7,9,6,0,0,0,9.65
55,3,9,7,0,0,0,5
55,1,10,8,0,0,0,8.56
55,9,10,9,0,0,0,-4.5
55,10,11,10,0,0,0,13.05
55,8,11,11,0,0,0,4.82
55,9,11,12,0,0,0,17.44
56,4,6,0,0,0,0,5
56,5,6,1,0,0,0,8.25
56,2,7,2,0,0,0,5
56,0,7,3,0,0,0,2.9
56,1,8,4,0,0,0,8.56
56,0,8,5,0,0,0,-2.6
56,3,9,6,0,0,0,5
56,6,9,7,0,0,0,9.65
56,0,10,8,0,0,0,8.09
56,7,10,9,0,0,0,2.31
56,10,11,10,0,0,0,7.39
56,8,11,11,0,0,0,6.8
